instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
6363,2011-09-27,Winter,2011,September,16,No,Tuesday,Working Day,Mist/Cloudy,27.060000000000002,30.305,83.0,12.998000000000001,33,225,258,Afternoon
6365,2011-09-27,Winter,2011,September,18,No,Tuesday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,15.001299999999999,31,325,356,Evening
6366,2011-09-27,Winter,2011,September,19,No,Tuesday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,8.9981,26,294,320,Evening
6367,2011-09-27,Winter,2011,September,20,No,Tuesday,Working Day,Clear/Cloudy,25.419999999999998,29.544999999999998,78.0,0.0,17,221,238,Evening
6368,2011-09-27,Winter,2011,September,21,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,28.03,83.0,0.0,17,179,196,Evening
6369,2011-09-27,Winter,2011,September,22,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,6.0032,19,102,121,Evening
6370,2011-09-27,Winter,2011,September,23,No,Tuesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,6.0032,11,82,93,Evening
6371,2011-09-28,Winter,2011,September,0,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,0.0,7,29,36,Night
6372,2011-09-28,Winter,2011,September,1,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,0.0,1,13,14,Night
6373,2011-09-28,Winter,2011,September,2,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,16.997899999999998,0,9,9,Night
6374,2011-09-28,Winter,2011,September,3,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,25.759999999999998,94.0,6.0032,0,3,3,Night
6375,2011-09-28,Winter,2011,September,4,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,0.0,1,3,4,Night
6376,2011-09-28,Winter,2011,September,5,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,25.759999999999998,94.0,0.0,2,20,22,Night
6377,2011-09-28,Winter,2011,September,6,No,Wednesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,11.0014,3,111,114,Morning
6378,2011-09-28,Winter,2011,September,7,No,Wednesday,Working Day,Light Snow/Rain,24.599999999999998,25.759999999999998,94.0,11.0014,8,177,185,Morning
6379,2011-09-28,Winter,2011,September,8,No,Wednesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,15.001299999999999,17,270,287,Morning
6380,2011-09-28,Winter,2011,September,9,No,Wednesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,15.001299999999999,14,141,155,Morning
6381,2011-09-28,Winter,2011,September,10,No,Wednesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,0.0,20,109,129,Morning
6382,2011-09-28,Winter,2011,September,11,No,Wednesday,Working Day,Mist/Cloudy,27.060000000000002,30.305,83.0,7.0015,24,127,151,Morning
6383,2011-09-28,Winter,2011,September,12,No,Wednesday,Working Day,Mist/Cloudy,27.880000000000003,31.819999999999997,79.0,0.0,25,159,184,Afternoon
6384,2011-09-28,Winter,2011,September,13,No,Wednesday,Working Day,Clear/Cloudy,28.7,33.335,74.0,16.997899999999998,24,138,162,Afternoon
6385,2011-09-28,Winter,2011,September,14,No,Wednesday,Working Day,Clear/Cloudy,29.52,34.089999999999996,62.0,16.997899999999998,25,145,170,Afternoon
6386,2011-09-28,Winter,2011,September,15,No,Wednesday,Working Day,Clear/Cloudy,28.7,32.574999999999996,70.0,8.9981,35,146,181,Afternoon
6387,2011-09-28,Winter,2011,September,16,No,Wednesday,Working Day,Clear/Cloudy,28.7,32.574999999999996,70.0,12.998000000000001,39,241,280,Afternoon
6390,2011-09-28,Winter,2011,September,19,No,Wednesday,Working Day,Light Snow/Rain,27.060000000000002,30.305,83.0,16.997899999999998,57,315,372,Evening
6391,2011-09-28,Winter,2011,September,20,No,Wednesday,Working Day,Light Snow/Rain,24.599999999999998,28.03,83.0,19.999499999999998,11,91,102,Evening
6392,2011-09-28,Winter,2011,September,21,No,Wednesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,16.997899999999998,7,67,74,Evening
6393,2011-09-28,Winter,2011,September,22,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,6.0032,19,68,87,Evening
6394,2011-09-28,Winter,2011,September,23,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,25.759999999999998,94.0,8.9981,12,59,71,Evening
6395,2011-09-29,Winter,2011,September,0,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,25.759999999999998,94.0,12.998000000000001,7,33,40,Night
6396,2011-09-29,Winter,2011,September,1,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,25.0,100.0,12.998000000000001,3,20,23,Night
6397,2011-09-29,Winter,2011,September,2,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,25.0,100.0,12.998000000000001,0,2,2,Night
6398,2011-09-29,Winter,2011,September,3,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,25.759999999999998,94.0,12.998000000000001,0,8,8,Night
6399,2011-09-29,Winter,2011,September,4,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,12.998000000000001,2,5,7,Night
6400,2011-09-29,Winter,2011,September,5,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,7.0015,0,22,22,Night
6401,2011-09-29,Winter,2011,September,6,No,Thursday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,6.0032,5,106,111,Morning
6402,2011-09-29,Winter,2011,September,7,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,27.275,88.0,8.9981,14,269,283,Morning
6403,2011-09-29,Winter,2011,September,8,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,28.03,83.0,0.0,29,402,431,Morning
6404,2011-09-29,Winter,2011,September,9,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,29.544999999999998,78.0,16.997899999999998,27,198,225,Morning
6405,2011-09-29,Winter,2011,September,10,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,30.305,65.0,12.998000000000001,24,103,127,Morning
6406,2011-09-29,Winter,2011,September,11,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,30.305,61.0,12.998000000000001,36,122,158,Morning
6407,2011-09-29,Winter,2011,September,12,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,31.06,61.0,11.0014,38,157,195,Afternoon
6408,2011-09-29,Winter,2011,September,13,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,31.06,61.0,12.998000000000001,36,175,211,Afternoon
6409,2011-09-29,Winter,2011,September,14,No,Thursday,Working Day,Clear/Cloudy,27.880000000000003,31.819999999999997,51.0,19.999499999999998,33,134,167,Afternoon
6410,2011-09-29,Winter,2011,September,15,No,Thursday,Working Day,Clear/Cloudy,27.880000000000003,31.819999999999997,45.0,26.0027,42,185,227,Afternoon
6411,2011-09-29,Winter,2011,September,16,No,Thursday,Working Day,Clear/Cloudy,27.880000000000003,31.819999999999997,41.0,23.9994,64,227,291,Afternoon
6414,2011-09-29,Winter,2011,September,19,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,31.06,50.0,6.0032,36,348,384,Evening
6415,2011-09-29,Winter,2011,September,20,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,31.06,53.0,6.0032,39,234,273,Evening
6416,2011-09-29,Winter,2011,September,21,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,56.00000000000001,0.0,30,195,225,Evening
6417,2011-09-29,Winter,2011,September,22,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,68.0,0.0,25,150,175,Evening
6418,2011-09-29,Winter,2011,September,23,No,Thursday,Working Day,Clear/Cloudy,21.32,25.0,77.0,7.0015,17,64,81,Evening
6419,2011-09-30,Winter,2011,September,0,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,7.0015,7,53,60,Night
6420,2011-09-30,Winter,2011,September,1,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,77.0,6.0032,5,18,23,Night
6421,2011-09-30,Winter,2011,September,2,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,7.0015,6,9,15,Night
6422,2011-09-30,Winter,2011,September,3,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,7.0015,0,3,3,Night
6423,2011-09-30,Winter,2011,September,4,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,12.998000000000001,2,6,8,Night
6424,2011-09-30,Winter,2011,September,5,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,12.998000000000001,3,23,26,Night
6425,2011-09-30,Winter,2011,September,6,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,15.001299999999999,0,98,98,Morning
6426,2011-09-30,Winter,2011,September,7,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,15.001299999999999,14,283,297,Morning
6427,2011-09-30,Winter,2011,September,8,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,77.0,8.9981,31,425,456,Morning
6428,2011-09-30,Winter,2011,September,9,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,73.0,12.998000000000001,23,214,237,Morning
6429,2011-09-30,Winter,2011,September,10,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,30.305,64.0,0.0,46,122,168,Morning
6430,2011-09-30,Winter,2011,September,11,No,Friday,Working Day,Clear/Cloudy,26.240000000000002,31.06,56.99999999999999,6.0032,49,168,217,Morning
6431,2011-09-30,Winter,2011,September,12,No,Friday,Working Day,Mist/Cloudy,26.240000000000002,31.06,56.99999999999999,12.998000000000001,59,195,254,Afternoon
6432,2011-09-30,Winter,2011,September,13,No,Friday,Working Day,Mist/Cloudy,27.060000000000002,31.06,47.0,22.0028,72,194,266,Afternoon
6433,2011-09-30,Winter,2011,September,14,No,Friday,Working Day,Mist/Cloudy,26.240000000000002,31.06,47.0,19.999499999999998,93,173,266,Afternoon
6434,2011-09-30,Winter,2011,September,15,No,Friday,Working Day,Clear/Cloudy,26.240000000000002,31.06,50.0,19.0012,52,193,245,Afternoon
6435,2011-09-30,Winter,2011,September,16,No,Friday,Working Day,Clear/Cloudy,25.419999999999998,31.06,53.0,15.001299999999999,62,298,360,Afternoon
6438,2011-09-30,Winter,2011,September,19,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,52.0,19.0012,42,332,374,Evening
6439,2011-09-30,Winter,2011,September,20,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,52.0,19.0012,28,202,230,Evening
6440,2011-09-30,Winter,2011,September,21,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,55.00000000000001,12.998000000000001,27,179,206,Evening
6441,2011-09-30,Winter,2011,September,22,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,55.00000000000001,22.0028,30,129,159,Evening
6442,2011-09-30,Winter,2011,September,23,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,55.00000000000001,22.0028,23,109,132,Evening
6443,2011-10-01,Winter,2011,October,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,63.0,26.0027,24,106,130,Night
6444,2011-10-01,Winter,2011,October,1,No,Saturday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,67.0,22.0028,11,47,58,Night
6445,2011-10-01,Winter,2011,October,2,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,63.0,27.999299999999998,21,46,67,Night
6446,2011-10-01,Winter,2011,October,3,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,59.0,27.999299999999998,8,17,25,Night
6447,2011-10-01,Winter,2011,October,4,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,57.99999999999999,27.999299999999998,2,6,8,Night
6448,2011-10-01,Winter,2011,October,5,No,Saturday,Weekend/Holiday,Mist/Cloudy,18.04,21.97,62.0,19.999499999999998,1,4,5,Night
6449,2011-10-01,Winter,2011,October,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,67.0,22.0028,4,15,19,Morning
6450,2011-10-01,Winter,2011,October,7,No,Saturday,Weekend/Holiday,Light Snow/Rain,17.22,21.21,67.0,16.997899999999998,6,30,36,Morning
6451,2011-10-01,Winter,2011,October,8,No,Saturday,Weekend/Holiday,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,22.0028,9,58,67,Morning
6452,2011-10-01,Winter,2011,October,9,No,Saturday,Weekend/Holiday,Light Snow/Rain,16.400000000000002,20.455000000000002,82.0,23.9994,17,112,129,Morning
6453,2011-10-01,Winter,2011,October,10,No,Saturday,Weekend/Holiday,Light Snow/Rain,16.400000000000002,20.455000000000002,76.0,23.9994,21,100,121,Morning
6454,2011-10-01,Winter,2011,October,11,No,Saturday,Weekend/Holiday,Light Snow/Rain,15.58,19.695,82.0,22.0028,30,102,132,Morning
6455,2011-10-01,Winter,2011,October,12,No,Saturday,Weekend/Holiday,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,16.997899999999998,28,130,158,Afternoon
6456,2011-10-01,Winter,2011,October,13,No,Saturday,Weekend/Holiday,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,22.0028,27,98,125,Afternoon
6457,2011-10-01,Winter,2011,October,14,No,Saturday,Weekend/Holiday,Mist/Cloudy,17.22,21.21,71.0,23.9994,33,147,180,Afternoon
6458,2011-10-01,Winter,2011,October,15,No,Saturday,Weekend/Holiday,Mist/Cloudy,17.22,21.21,71.0,19.0012,41,154,195,Afternoon
6459,2011-10-01,Winter,2011,October,16,No,Saturday,Weekend/Holiday,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,19.999499999999998,58,165,223,Afternoon
6460,2011-10-01,Winter,2011,October,17,No,Saturday,Weekend/Holiday,Light Snow/Rain,16.400000000000002,20.455000000000002,76.0,12.998000000000001,58,170,228,Afternoon
6461,2011-10-01,Winter,2011,October,18,No,Saturday,Weekend/Holiday,Light Snow/Rain,15.58,19.695,87.0,15.001299999999999,23,117,140,Evening
6462,2011-10-01,Winter,2011,October,19,No,Saturday,Weekend/Holiday,Mist/Cloudy,15.58,19.695,82.0,12.998000000000001,27,99,126,Evening
6463,2011-10-01,Winter,2011,October,20,No,Saturday,Weekend/Holiday,Light Snow/Rain,14.76,18.18,87.0,7.0015,8,58,66,Evening
6464,2011-10-01,Winter,2011,October,21,No,Saturday,Weekend/Holiday,Light Snow/Rain,14.76,18.18,87.0,7.0015,3,53,56,Evening
6465,2011-10-01,Winter,2011,October,22,No,Saturday,Weekend/Holiday,Mist/Cloudy,14.76,17.424999999999997,93.0,15.001299999999999,12,58,70,Evening
6466,2011-10-01,Winter,2011,October,23,No,Saturday,Weekend/Holiday,Light Snow/Rain,14.76,17.424999999999997,93.0,15.001299999999999,8,57,65,Evening
6467,2011-10-02,Winter,2011,October,0,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,16.665,93.0,19.999499999999998,4,43,47,Night
6468,2011-10-02,Winter,2011,October,1,No,Sunday,Weekend/Holiday,Light Snow/Rain,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,23,24,Night
6469,2011-10-02,Winter,2011,October,2,No,Sunday,Weekend/Holiday,Light Snow/Rain,13.940000000000001,15.15,87.0,19.999499999999998,3,27,30,Night
6470,2011-10-02,Winter,2011,October,3,No,Sunday,Weekend/Holiday,Light Snow/Rain,13.940000000000001,15.909999999999998,87.0,19.0012,4,5,9,Night
6471,2011-10-02,Winter,2011,October,4,No,Sunday,Weekend/Holiday,Mist/Cloudy,13.940000000000001,15.909999999999998,87.0,16.997899999999998,4,3,7,Night
6472,2011-10-02,Winter,2011,October,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.120000000000001,15.15,87.0,19.0012,0,7,7,Night
6473,2011-10-02,Winter,2011,October,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.120000000000001,15.909999999999998,81.0,11.0014,2,13,15,Morning
6474,2011-10-02,Winter,2011,October,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,16.665,76.0,12.998000000000001,5,24,29,Morning
6475,2011-10-02,Winter,2011,October,8,No,Sunday,Weekend/Holiday,Mist/Cloudy,13.940000000000001,16.665,76.0,12.998000000000001,14,50,64,Morning
6476,2011-10-02,Winter,2011,October,9,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,16.665,76.0,23.9994,19,96,115,Morning
6477,2011-10-02,Winter,2011,October,10,No,Sunday,Weekend/Holiday,Mist/Cloudy,14.76,16.665,71.0,19.0012,60,188,248,Morning
6478,2011-10-02,Winter,2011,October,11,No,Sunday,Weekend/Holiday,Mist/Cloudy,15.58,19.695,66.0,16.997899999999998,74,218,292,Morning
6479,2011-10-02,Winter,2011,October,12,No,Sunday,Weekend/Holiday,Mist/Cloudy,16.400000000000002,20.455000000000002,62.0,12.998000000000001,78,243,321,Afternoon
6480,2011-10-02,Winter,2011,October,13,No,Sunday,Weekend/Holiday,Light Snow/Rain,16.400000000000002,20.455000000000002,62.0,15.001299999999999,84,224,308,Afternoon
6481,2011-10-02,Winter,2011,October,14,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,17.424999999999997,81.0,11.0014,61,195,256,Afternoon
6482,2011-10-02,Winter,2011,October,15,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,16.665,81.0,16.997899999999998,29,144,173,Afternoon
6483,2011-10-02,Winter,2011,October,16,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,17.424999999999997,87.0,12.998000000000001,44,162,206,Afternoon
6484,2011-10-02,Winter,2011,October,17,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,17.424999999999997,87.0,11.0014,32,135,167,Afternoon
6485,2011-10-02,Winter,2011,October,18,No,Sunday,Weekend/Holiday,Mist/Cloudy,14.76,17.424999999999997,81.0,12.998000000000001,16,158,174,Evening
6486,2011-10-02,Winter,2011,October,19,No,Sunday,Weekend/Holiday,Mist/Cloudy,15.58,19.695,76.0,11.0014,34,128,162,Evening
6487,2011-10-02,Winter,2011,October,20,No,Sunday,Weekend/Holiday,Mist/Cloudy,14.76,16.665,76.0,16.997899999999998,16,71,87,Evening
6488,2011-10-02,Winter,2011,October,21,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,17.424999999999997,71.0,15.001299999999999,17,71,88,Evening
6489,2011-10-02,Winter,2011,October,22,No,Sunday,Weekend/Holiday,Light Snow/Rain,14.76,18.18,81.0,6.0032,9,55,64,Evening
6490,2011-10-02,Winter,2011,October,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,18.18,81.0,6.0032,6,19,25,Evening
6491,2011-10-03,Winter,2011,October,0,No,Monday,Working Day,Clear/Cloudy,13.940000000000001,17.424999999999997,87.0,7.0015,3,13,16,Night
6492,2011-10-03,Winter,2011,October,1,No,Monday,Working Day,Clear/Cloudy,14.76,18.18,81.0,6.0032,1,5,6,Night
6493,2011-10-03,Winter,2011,October,2,No,Monday,Working Day,Clear/Cloudy,14.76,18.18,76.0,7.0015,0,4,4,Night
6494,2011-10-03,Winter,2011,October,3,No,Monday,Working Day,Clear/Cloudy,14.76,18.94,81.0,0.0,1,6,7,Night
6495,2011-10-03,Winter,2011,October,4,No,Monday,Working Day,Clear/Cloudy,13.940000000000001,17.424999999999997,87.0,7.0015,2,6,8,Night
6496,2011-10-03,Winter,2011,October,5,No,Monday,Working Day,Mist/Cloudy,14.76,18.18,76.0,7.0015,4,17,21,Night
6497,2011-10-03,Winter,2011,October,6,No,Monday,Working Day,Mist/Cloudy,14.76,18.94,71.0,0.0,3,91,94,Morning
6498,2011-10-03,Winter,2011,October,7,No,Monday,Working Day,Mist/Cloudy,14.76,17.424999999999997,71.0,8.9981,8,241,249,Morning
6499,2011-10-03,Winter,2011,October,8,No,Monday,Working Day,Mist/Cloudy,14.76,18.18,71.0,7.0015,13,359,372,Morning
6500,2011-10-03,Winter,2011,October,9,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,66.0,6.0032,12,141,153,Morning
6501,2011-10-03,Winter,2011,October,10,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,66.0,7.0015,19,82,101,Morning
6502,2011-10-03,Winter,2011,October,11,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,71.0,15.001299999999999,26,100,126,Morning
6503,2011-10-03,Winter,2011,October,12,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,71.0,8.9981,29,118,147,Afternoon
6504,2011-10-03,Winter,2011,October,13,No,Monday,Working Day,Light Snow/Rain,17.22,21.21,67.0,11.0014,16,102,118,Afternoon
6505,2011-10-03,Winter,2011,October,14,No,Monday,Working Day,Light Snow/Rain,16.400000000000002,20.455000000000002,76.0,0.0,26,94,120,Afternoon
6506,2011-10-03,Winter,2011,October,15,No,Monday,Working Day,Light Snow/Rain,16.400000000000002,20.455000000000002,76.0,0.0,22,79,101,Afternoon
6507,2011-10-03,Winter,2011,October,16,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,7.0015,16,202,218,Afternoon
6509,2011-10-03,Winter,2011,October,18,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,11.0014,28,384,412,Evening
6510,2011-10-03,Winter,2011,October,19,No,Monday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,76.0,0.0,15,300,315,Evening
6511,2011-10-03,Winter,2011,October,20,No,Monday,Working Day,Light Snow/Rain,16.400000000000002,20.455000000000002,82.0,0.0,13,191,204,Evening
6512,2011-10-03,Winter,2011,October,21,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,0.0,10,128,138,Evening
6513,2011-10-03,Winter,2011,October,22,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,0.0,12,79,91,Evening
6514,2011-10-03,Winter,2011,October,23,No,Monday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,82.0,7.0015,11,43,54,Evening
6515,2011-10-04,Winter,2011,October,0,No,Tuesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,6.0032,5,22,27,Night
6516,2011-10-04,Winter,2011,October,1,No,Tuesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,7.0015,1,8,9,Night
6517,2011-10-04,Winter,2011,October,2,No,Tuesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,1,2,3,Night
6518,2011-10-04,Winter,2011,October,3,No,Tuesday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,82.0,7.0015,3,3,6,Night
6519,2011-10-04,Winter,2011,October,4,No,Tuesday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,82.0,6.0032,3,4,7,Night
6520,2011-10-04,Winter,2011,October,5,No,Tuesday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,82.0,8.9981,2,25,27,Night
6521,2011-10-04,Winter,2011,October,6,No,Tuesday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,82.0,7.0015,3,109,112,Morning
6522,2011-10-04,Winter,2011,October,7,No,Tuesday,Working Day,Clear/Cloudy,17.22,21.21,82.0,19.0012,11,298,309,Morning
6523,2011-10-04,Winter,2011,October,8,No,Tuesday,Working Day,Clear/Cloudy,18.04,21.97,77.0,15.001299999999999,28,372,400,Morning
6524,2011-10-04,Winter,2011,October,9,No,Tuesday,Working Day,Clear/Cloudy,18.86,22.725,67.0,16.997899999999998,19,168,187,Morning
6525,2011-10-04,Winter,2011,October,10,No,Tuesday,Working Day,Clear/Cloudy,19.68,23.485,67.0,19.0012,19,107,126,Morning
6526,2011-10-04,Winter,2011,October,11,No,Tuesday,Working Day,Clear/Cloudy,22.14,25.759999999999998,64.0,19.0012,22,102,124,Morning
6527,2011-10-04,Winter,2011,October,12,No,Tuesday,Working Day,Clear/Cloudy,22.96,26.515,56.00000000000001,19.999499999999998,39,160,199,Afternoon
6528,2011-10-04,Winter,2011,October,13,No,Tuesday,Working Day,Clear/Cloudy,22.96,26.515,56.00000000000001,19.999499999999998,20,153,173,Afternoon
6529,2011-10-04,Winter,2011,October,14,No,Tuesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,53.0,16.997899999999998,27,156,183,Afternoon
6530,2011-10-04,Winter,2011,October,15,No,Tuesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,56.00000000000001,19.0012,28,166,194,Afternoon
6531,2011-10-04,Winter,2011,October,16,No,Tuesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,56.00000000000001,22.0028,36,273,309,Afternoon
6534,2011-10-04,Winter,2011,October,19,No,Tuesday,Working Day,Clear/Cloudy,21.32,25.0,68.0,15.001299999999999,35,310,345,Evening
6535,2011-10-04,Winter,2011,October,20,No,Tuesday,Working Day,Clear/Cloudy,21.32,25.0,68.0,15.001299999999999,25,236,261,Evening
6536,2011-10-04,Winter,2011,October,21,No,Tuesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,72.0,8.9981,22,144,166,Evening
6537,2011-10-04,Winter,2011,October,22,No,Tuesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,72.0,8.9981,8,106,114,Evening
6538,2011-10-04,Winter,2011,October,23,No,Tuesday,Working Day,Clear/Cloudy,19.68,23.485,77.0,8.9981,6,60,66,Evening
6539,2011-10-05,Winter,2011,October,0,No,Wednesday,Working Day,Clear/Cloudy,19.68,23.485,77.0,8.9981,7,36,43,Night
6540,2011-10-05,Winter,2011,October,1,No,Wednesday,Working Day,Clear/Cloudy,19.68,23.485,77.0,11.0014,4,7,11,Night
6541,2011-10-05,Winter,2011,October,2,No,Wednesday,Working Day,Clear/Cloudy,18.86,22.725,82.0,11.0014,1,2,3,Night
6542,2011-10-05,Winter,2011,October,3,No,Wednesday,Working Day,Clear/Cloudy,18.86,22.725,82.0,7.0015,1,5,6,Night
6543,2011-10-05,Winter,2011,October,4,No,Wednesday,Working Day,Clear/Cloudy,18.04,21.97,88.0,0.0,1,4,5,Night
6544,2011-10-05,Winter,2011,October,5,No,Wednesday,Working Day,Clear/Cloudy,18.04,21.97,82.0,8.9981,3,29,32,Night
6545,2011-10-05,Winter,2011,October,6,No,Wednesday,Working Day,Clear/Cloudy,18.04,21.97,82.0,7.0015,5,112,117,Morning
6546,2011-10-05,Winter,2011,October,7,No,Wednesday,Working Day,Clear/Cloudy,18.86,22.725,77.0,7.0015,9,292,301,Morning
6547,2011-10-05,Winter,2011,October,8,No,Wednesday,Working Day,Clear/Cloudy,21.32,25.0,63.0,0.0,26,441,467,Morning
6548,2011-10-05,Winter,2011,October,9,No,Wednesday,Working Day,Clear/Cloudy,22.14,25.759999999999998,60.0,19.999499999999998,32,187,219,Morning
6549,2011-10-05,Winter,2011,October,10,No,Wednesday,Working Day,Clear/Cloudy,22.96,26.515,56.00000000000001,26.0027,30,103,133,Morning
6550,2011-10-05,Winter,2011,October,11,No,Wednesday,Working Day,Clear/Cloudy,24.599999999999998,31.06,46.0,19.0012,32,138,170,Morning
6551,2011-10-05,Winter,2011,October,12,No,Wednesday,Working Day,Clear/Cloudy,25.419999999999998,31.06,43.0,22.0028,34,180,214,Afternoon
6552,2011-10-05,Winter,2011,October,13,No,Wednesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,41.0,15.001299999999999,30,189,219,Afternoon
6553,2011-10-05,Winter,2011,October,14,No,Wednesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,41.0,19.0012,34,156,190,Afternoon
6554,2011-10-05,Winter,2011,October,15,No,Wednesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,19.0012,35,147,182,Afternoon
